#{"t_start": 1764626356.954956, "env_id": "custom-roundabout-v0"}
r,l,t
5.541667,6,0.612049
17.875,20,0.961813
3.208333,4,1.051473
3.041667,4,1.144571
4.291667,6,1.291924
2.0,3,1.349884
19.916667,20,1.697861
7.75,8,1.872322
4.0,5,1.985257
5.666667,7,2.162254
17.375,20,2.541356
1.416667,2,2.582514
20.083333,20,2.890644
5.458333,8,3.048441
4.166667,5,3.16092
19.666667,20,3.516653
18.916667,20,3.827106
17.416667,20,4.087002
1.958333,3,4.146737
18.833333,20,4.564269
18.0,20,4.939383
18.041667,20,5.30253
18.083333,20,5.665029
9.541667,10,5.797276
15.916667,20,6.150799
7.666667,9,6.346882
5.416667,7,6.479847
17.166667,20,6.837503
17.041667,20,7.251195
9.5,10,7.439491
7.916667,8,7.590127
19.958333,20,7.958987
17.958333,20,8.327562
10.333333,13,8.617053
18.833333,20,8.979229
5.125,6,9.135426
17.25,20,9.444554
3.25,4,9.523691
20.25,20,9.836452
4.375,6,9.975042
17.708333,20,10.341804
8.458333,10,10.509679
7.166667,7,10.623432
18.5,20,10.937894
1.416667,2,10.973804
17.833333,20,11.339621
6.875,8,11.46853
5.833333,7,11.605089
2.041667,3,11.656756
9.208333,11,11.8638
7.041667,8,12.067816
18.416667,20,12.554955
14.625,20,12.923449
4.041667,5,13.023484
19.833333,20,13.399483
18.083333,20,13.773193
2.333333,3,13.856853
1.416667,2,13.906637
19.833333,20,14.337699
8.166667,10,14.499932
15.416667,20,14.758778
5.583333,7,14.895097
17.708333,20,15.379339
18.291667,20,15.690765
2.458333,3,15.752615
17.375,20,16.119652
2.0,3,16.18106
8.875,9,16.359155
17.666667,20,16.676901
11.041667,13,16.889916
16.833333,20,17.330486
18.0,20,17.703823
4.541667,6,17.820985
1.916667,3,17.872479
18.958333,20,18.368451
1.875,3,18.438573
9.5,10,18.600673
17.416667,20,19.031119
18.916667,20,19.343623
4.166667,5,19.457142
6.166667,8,19.612247
6.833333,8,19.722522
2.0,3,19.774802
17.583333,20,20.088352
1.875,3,20.158881
2.875,4,20.239399
17.75,20,20.503752
1.875,3,20.55595
17.666667,20,20.872785
20.416667,20,21.297062
1.875,3,21.350125
2.041667,3,21.410922
3.291667,5,21.527352
16.708333,20,21.95428
19.208333,20,22.267242
4.75,6,22.385487
4.0,5,22.471958
18.5,20,22.839952
18.25,20,23.106592
2.458333,3,23.177487
15.833333,20,23.437127
3.5,4,23.531232
6.125,7,23.62886
17.666667,20,24.000639
8.083333,8,24.158397
4.333333,6,24.311143
19.625,20,24.628538
16.583333,20,24.943062
6.791667,8,25.098474
10.416667,11,25.314117
19.041667,20,25.681767
16.583333,20,25.94751
17.25,20,26.373094
8.416667,10,26.636185
18.208333,20,27.010076
19.833333,20,27.330614
18.708333,20,27.720854
17.5,20,28.149093
16.583333,20,28.464448
4.0,5,28.565753
2.0,3,28.63554
17.416667,20,28.897053
17.416667,20,29.26247
9.416667,10,29.449764
18.291667,20,29.712484
12.25,13,29.917218
2.375,3,29.978462
11.25,12,30.172859
5.541667,6,30.309976
5.833333,8,30.517708
9.375,10,30.711318
18.791667,20,31.0218
2.208333,4,31.102381
4.208333,5,31.203141
18.541667,20,31.511061
19.166667,20,31.826419
2.291667,3,31.879016
9.583333,10,32.101516
6.541667,7,32.265128
20.208333,20,32.685709
18.25,20,33.050621
19.416667,20,33.419746
19.708333,20,33.743331
17.25,20,34.120872
1.916667,3,34.182093
8.041667,10,34.432618
3.958333,5,34.549256
17.458333,20,34.916632
20.791667,20,35.395699
16.875,20,35.766934
6.708333,7,35.886943
19.875,20,36.265412
6.875,8,36.420468
7.083333,8,36.627423
7.875,10,36.848727
18.125,20,37.225674
2.291667,3,37.296604
7.583333,9,37.500491
9.666667,10,37.639745
2.041667,3,37.701316
20.166667,20,38.124848
2.458333,3,38.20621
6.0,6,38.326091
19.041667,20,38.644286
3.25,4,38.725609
18.25,20,39.146307
6.916667,8,39.325667
7.875,9,39.451446
7.166667,8,39.665525
8.625,10,39.832682
2.5,3,39.89479
20.458333,20,40.152393
7.291667,8,40.31523
4.791667,6,40.435586
7.75,8,40.592016
17.541667,20,41.023787
3.291667,4,41.118377
9.666667,10,41.278793
2.333333,3,41.350294
18.458333,20,41.773023
16.916667,20,42.094363
16.708333,20,42.41067
17.75,20,42.835903
9.0,11,43.084455
7.833333,9,43.293875
2.041667,3,43.356308
2.458333,3,43.438332
16.875,20,43.851636
18.375,20,44.118664
20.041667,20,44.435879
12.291667,13,44.643069
3.708333,4,44.737948
9.5,10,44.935963
6.916667,9,45.088937
16.916667,20,45.461865
18.791667,20,45.776646
5.0,6,45.878609
6.666667,8,46.036108
4.5,6,46.157585
19.833333,20,46.418162
19.958333,20,46.745095
17.791667,20,47.110025
4.833333,6,47.246633
19.791667,20,47.564286
7.875,9,47.741989
18.75,20,48.117193
4.0,5,48.203783
7.833333,9,48.351822
5.708333,7,48.512813
18.291667,20,48.961114
7.791667,11,49.172908
6.958333,9,49.348579
17.333333,20,49.770677
8.083333,8,49.880553
18.916667,20,50.197945
5.541667,6,50.337343
17.666667,20,50.713771
13.583333,15,51.037912
18.0,20,51.40616
4.75,6,51.507623
19.666667,20,51.830096
15.875,20,52.258436
20.333333,20,52.622867
3.208333,4,52.691338
1.875,3,52.743914
2.333333,3,52.805392
19.0,20,53.18176
8.125,8,53.362258
19.25,20,53.789482
1.916667,3,53.851262
6.833333,7,53.974439
18.208333,20,54.345484
16.375,20,54.658841
1.416667,2,54.701656
17.25,20,55.081402
1.416667,2,55.123973
16.833333,20,55.547303
17.0,20,55.920317
3.416667,4,55.99096
8.666667,10,56.215114
20.291667,20,56.53017
18.5,20,56.842192
7.625,9,56.991551
17.208333,20,57.363595
17.0,20,57.786081
19.5,20,58.099432
3.875,5,58.185716
5.5,7,58.344422
19.25,20,58.661917
6.708333,8,58.774075
18.083333,20,59.256807
4.083333,5,59.327968
4.833333,6,59.463057
2.416667,3,59.524373
1.875,3,59.577265
18.458333,20,59.896287
20.75,20,60.215409
2.208333,4,60.309466
6.541667,7,60.429731
10.5,11,60.608731
9.666667,10,60.831922
19.791667,20,61.275368
3.75,5,61.374882
2.041667,3,61.427831
19.541667,20,61.863366
3.333333,5,61.965107
2.041667,3,62.037182
17.916667,20,62.359016
5.333333,7,62.496504
6.916667,8,62.650506
19.375,20,63.13205
19.416667,20,63.573695
1.875,3,63.645525
3.041667,4,63.740279
18.208333,20,64.112653
16.875,20,64.488266
1.416667,2,64.531522
1.875,3,64.60292
2.875,4,64.68467
2.375,3,64.745958
4.833333,6,64.862396
7.0,9,65.07056
2.875,4,65.141191
8.583333,9,65.265662
2.416667,3,65.327746
5.083333,6,65.447441
6.791667,9,65.628815
18.75,20,66.050989
6.5,7,66.171911
1.416667,2,66.214407
8.5,10,66.410431
18.208333,20,66.833489
3.333333,4,66.914979
6.958333,8,67.094695
3.333333,4,67.189537
3.875,5,67.289796
4.458333,6,67.423624
8.75,9,67.601625
18.541667,20,67.978478
17.5,20,68.403364
19.416667,20,68.832669
2.125,4,68.91239
19.958333,20,69.177783
5.333333,6,69.278492
17.416667,20,69.771023
17.166667,20,70.140237
2.5,3,70.201584
20.625,20,70.47103
10.166667,11,70.622247
2.333333,3,70.69325
5.875,7,70.875842
16.916667,20,71.25408
6.458333,8,71.410564
3.916667,5,71.528382
2.375,3,71.599583
18.125,20,71.965495
2.25,4,72.059982
4.333333,6,72.180084
17.75,20,72.503254
17.041667,20,72.879825
4.041667,5,72.994413
3.75,5,73.125546
19.958333,20,73.493648
3.041667,4,73.602668
16.708333,20,73.979213
17.833333,20,74.29881
6.0,8,74.45462
1.916667,3,74.507921
11.25,12,74.704999
7.666667,8,74.887184
3.125,5,74.972044
18.875,20,75.289326
16.666667,20,75.549479
8.916667,9,75.696934
18.125,20,76.126178
9.5,10,76.319078
17.5,20,76.640544
4.041667,5,76.7739
7.0,9,76.976942
2.375,4,77.057573
4.166667,5,77.158111
2.916667,4,77.227021
2.208333,4,77.321005
2.041667,3,77.381995
18.083333,20,77.801923
7.916667,8,77.936398
19.875,20,78.360163
7.125,8,78.492889
1.416667,2,78.535348
5.375,6,78.657613
1.958333,3,78.719217
8.0,9,78.899118
16.916667,20,79.321665
19.208333,20,79.688326
1.875,3,79.741072
6.625,8,79.872679
4.333333,5,79.974351
17.291667,20,80.233745
17.375,20,80.60553
10.333333,11,80.879479
2.208333,4,80.959862
20.5,20,81.277877
9.458333,10,81.470773
18.666667,20,81.840166
7.666667,9,82.040093
17.166667,20,82.406821
5.958333,7,82.565873
19.291667,20,82.988444
5.583333,6,83.125613
9.583333,10,83.29191
16.666667,20,83.663796
7.75,9,83.814434
8.083333,8,83.971126
2.041667,3,84.033481
7.666667,9,84.210601
2.0,3,84.272251
3.041667,4,84.354319
19.291667,20,84.670107
7.625,8,84.824404
7.75,8,84.97928
17.0,20,85.451731
19.083333,20,85.766595
19.208333,20,86.191044
1.875,3,86.253025
1.875,3,86.305884
3.25,4,86.401648
2.416667,3,86.482031
3.208333,4,86.562894
2.041667,3,86.63386
4.666667,6,86.768947
1.916667,3,86.821696
8.708333,9,86.99346
2.333333,3,87.063935
4.291667,6,87.199402
20.041667,20,87.623185
2.291667,3,87.684723
8.916667,9,87.834099
4.0,5,87.920606
9.291667,10,88.141892
17.5,20,88.58634
4.333333,6,88.67108
1.958333,3,88.741487
5.0,6,88.860183
1.875,3,88.921153
4.375,6,89.021376
17.083333,20,89.44094
19.0,20,89.802551
4.166667,5,89.902272
8.083333,10,90.122663
18.5,20,90.436636
17.625,20,90.925649
20.291667,20,91.285751
4.541667,6,91.423173
1.416667,2,91.472396
6.291667,7,91.631693
8.0,9,91.802655
7.083333,9,91.956973
7.75,9,92.156315
2.291667,3,92.209098
19.791667,20,92.52896
3.958333,5,92.616581
4.0,5,92.71898
11.25,12,92.976963
7.708333,8,93.157989
4.75,6,93.278509
2.333333,3,93.339293
9.75,10,93.503124
18.583333,20,93.934085
5.541667,6,94.03512
20.0,20,94.396811
1.916667,3,94.439906
19.083333,20,94.816926
5.625,6,94.955756
9.041667,9,95.134443
5.458333,7,95.231401
3.083333,4,95.301047
2.25,4,95.397356
19.083333,20,95.762861
2.291667,4,95.844842
17.208333,20,96.26801
3.208333,4,96.34787
20.958333,20,96.660338
19.833333,20,97.098577
20.291667,20,97.475313
18.458333,20,97.789175
19.333333,20,98.216917
3.083333,4,98.286154
1.958333,3,98.3391
1.958333,3,98.391356
7.125,9,98.541058
5.5,7,98.659627
4.375,6,98.796441
19.041667,20,99.066171
5.375,7,99.183017
7.916667,10,99.375137
1.916667,3,99.428111
19.791667,20,99.748014
3.041667,4,99.842321
9.333333,10,100.038938
19.416667,20,100.407699
5.625,7,100.588943
18.916667,20,100.904055
9.291667,11,101.113271
8.791667,9,101.235204
19.125,20,101.610795
18.541667,20,102.05232
3.083333,4,102.132757
17.25,20,102.441731
17.833333,20,102.861041
1.875,3,102.931395
16.75,20,103.350976
3.708333,4,103.419384
8.958333,9,103.64586
19.166667,20,103.957037
18.208333,20,104.266989
18.083333,20,104.582697
5.791667,7,104.721595
5.708333,7,104.856848
1.875,3,104.908277
19.625,20,105.222936
6.958333,8,105.408282
4.041667,5,105.50707
17.958333,20,105.820618
17.625,20,106.243271
2.375,3,106.314804
1.916667,3,106.375818
19.25,20,106.634728
19.25,20,106.94575
9.0,9,107.122638
19.875,20,107.537967
4.041667,5,107.63858
7.666667,8,107.814413
2.25,4,107.896472
5.458333,6,108.033691
1.916667,3,108.105237
19.791667,20,108.527451
7.875,8,108.660716
1.875,3,108.722657
17.833333,20,109.097764
8.875,9,109.30056
20.458333,20,109.714709
3.916667,5,109.786466
1.416667,2,109.822753
5.375,7,109.983165
9.208333,11,110.160867
4.25,5,110.246313
17.5,20,110.620232
18.0,20,110.988441
3.833333,5,111.073252
19.583333,20,111.440395
17.291667,20,111.757097
3.875,5,111.872147
18.166667,20,112.362808
18.541667,20,112.728309
20.875,20,113.137857
6.458333,8,113.319255
1.416667,2,113.361381
10.416667,11,113.536671
7.166667,7,113.649984
1.875,3,113.710746
4.458333,5,113.842216
10.416667,11,114.082102
4.291667,6,114.197399
1.875,3,114.267053
18.958333,20,114.569849
8.75,10,114.756581
2.333333,3,114.808798
18.916667,20,115.204592
7.041667,9,115.409024
6.958333,8,115.615994
13.708333,15,115.94107
2.375,3,116.002502
18.875,20,116.369028
1.916667,3,116.439357
3.916667,5,116.525119
7.833333,8,116.680931
1.916667,3,116.733025
2.375,3,116.794166
2.5,3,116.855487
10.291667,11,117.129449
4.583333,6,117.213711
20.625,20,117.590494
17.916667,20,118.009393
17.416667,20,118.273903
11.083333,12,118.498416
5.708333,7,118.638222
2.291667,3,118.708683
8.75,10,118.903728
19.041667,20,119.323458
19.75,20,119.636646
17.125,20,119.952573
6.958333,8,120.11114
7.916667,8,120.243616
7.125,9,120.392066
19.583333,20,120.821772
8.166667,8,121.001724
5.583333,7,121.1408
2.208333,4,121.221213
17.416667,20,121.586553
7.166667,7,121.683166
18.958333,20,122.112367
10.375,11,122.295323
8.833333,9,122.471069
1.875,3,122.533103
3.958333,5,122.633433
3.958333,5,122.719608
19.541667,20,123.036622
17.5,20,123.465135
20.5,20,123.785858
2.375,3,123.847123
18.5,20,124.208013
2.375,3,124.260329
17.416667,20,124.692039
6.25,8,124.847533
19.583333,20,125.267987
1.916667,3,125.320106
7.25,9,125.54356
4.416667,6,125.664715
16.916667,19,126.073278
18.25,20,126.504554
2.083333,3,126.565921
8.583333,10,126.786822
7.875,10,126.950567
8.75,9,127.157415
16.75,20,127.472858
2.875,4,127.541667
1.916667,3,127.602978
17.958333,20,127.974525
4.708333,6,128.092211
6.541667,8,128.274768
20.041667,20,128.762169
4.375,6,128.862959
18.5,20,129.180057
6.416667,7,129.299079
16.875,20,129.736223
16.75,20,130.107879
4.25,5,130.222519
1.916667,3,130.274704
2.0,3,130.346292
2.291667,3,130.398873
19.5,20,130.716091
4.0,5,130.788392
3.083333,4,130.882198
18.166667,20,131.253259
5.5,6,131.373577
17.25,20,131.687211
4.875,6,131.809927
4.833333,6,131.927117
17.916667,20,132.243264
17.5,20,132.662196
1.875,3,132.733866
7.958333,9,132.911443
16.875,20,133.344317
2.041667,3,133.415929
15.875,20,133.782199
16.458333,20,134.146014
4.208333,5,134.263682
4.083333,5,134.351386
18.666667,20,134.777631
17.5,20,135.143312
9.625,10,135.308562
19.541667,20,135.62446
18.958333,20,135.998525
19.625,20,136.26534
18.208333,20,136.682953
18.791667,20,137.056527
9.041667,11,137.33231
2.375,3,137.393898
3.958333,5,137.495202
2.208333,4,137.588336
18.25,20,137.956559
11.25,12,138.183101
18.833333,20,138.499558
17.208333,20,138.991377
2.041667,3,139.034851
7.041667,8,139.190508
17.416667,20,139.556663
15.791667,20,139.982591
8.041667,10,140.206692
8.0,9,140.331483
20.708333,20,140.646862
2.333333,3,140.709431
18.666667,20,141.035076
5.458333,7,141.192674
1.875,3,141.245287
5.916667,6,141.345916
2.0,3,141.398417
19.708333,20,141.763319
17.375,20,142.028364
8.375,10,142.224076
9.583333,10,142.447074
8.833333,9,142.593277
3.083333,4,142.674985
1.875,3,142.727947
7.25,8,142.86265
1.916667,3,142.914666
7.75,9,143.060356
8.708333,10,143.25698
8.916667,9,143.40654
16.666667,20,143.729338
9.0,9,143.877795
4.0,5,143.994806
17.458333,20,144.423841
5.625,6,144.546294
17.625,20,144.815403
7.0,8,144.995693
19.666667,20,145.36288
4.25,5,145.479829
4.166667,5,145.596208
5.583333,7,145.714945
19.833333,20,146.023491
3.25,5,146.10985
18.875,20,146.482206
5.625,6,146.619794
16.916667,20,146.882322
9.75,10,147.104301
17.708333,20,147.426951
20.458333,20,147.803352
1.875,3,147.874586
13.75,15,148.192465
1.416667,2,148.235248
4.791667,5,148.334435
3.0,4,148.428011
17.916667,20,148.91268
1.875,3,148.964703
17.541667,20,149.326486
4.875,6,149.484248
18.083333,20,149.906679
19.166667,20,150.274377
18.666667,20,150.64307
6.458333,7,150.780753
16.416667,20,151.14761
17.5,20,151.466551
20.791667,20,151.780537
18.041667,20,152.14857
19.541667,20,152.570399
17.541667,20,152.931535
16.958333,20,153.355635
1.875,3,153.426666
19.25,20,153.794833
8.833333,9,153.972437
3.083333,4,154.053521
19.166667,20,154.368061
20.166667,20,155.257937
20.5,20,155.683242
2.458333,3,155.766197
16.75,20,156.139744
8.791667,9,156.288271
19.541667,20,156.658012
2.25,4,156.73818
17.333333,20,157.054329
7.875,8,157.163357
7.958333,8,157.320186
2.291667,3,157.381862
1.958333,3,157.44386
18.916667,20,157.762204
10.541667,11,158.033446
7.125,9,158.182991
4.0,5,158.285984
16.416667,20,158.595941
16.458333,20,158.964368
10.375,11,159.145472
7.083333,8,159.303157
1.416667,2,159.339603
5.0,6,159.460009
2.291667,3,159.521753
19.166667,20,159.836617
7.416667,9,160.015933
8.0,9,160.195333
2.291667,3,160.276201
19.208333,20,160.712571
6.416667,8,160.822951
6.583333,7,161.002585
4.625,6,161.14181
7.75,8,161.277055
10.958333,12,161.504674
16.583333,20,161.934773
4.0,5,162.049495
6.541667,8,162.184099
10.5,13,162.489664
2.875,4,162.585751
1.875,3,162.648455
4.041667,5,162.766433
19.916667,20,163.027221
8.833333,9,163.232799
3.958333,5,163.333213
6.083333,7,163.473218
1.916667,3,163.534707
1.916667,3,163.587
20.791667,20,163.89846
1.916667,3,163.950733
20.083333,20,164.383642
5.166667,7,164.511525
1.875,3,164.56723
18.291667,20,164.945694
4.291667,5,165.062685
17.583333,20,165.384279
11.208333,12,165.646502
16.458333,20,166.016528
20.041667,20,166.280872
20.833333,20,166.653193
3.25,5,166.771551
9.75,10,166.967542
2.041667,3,167.020297
19.083333,20,167.337854
8.083333,9,167.544264
19.708333,20,167.918297
15.791667,20,168.231772
5.541667,6,168.35237
18.916667,20,168.72685
9.583333,10,168.951171
18.583333,20,169.270813
8.666667,10,169.46359
4.25,6,169.599736
19.333333,20,169.967424
1.958333,3,170.020008
20.0,20,170.433443
3.916667,5,170.551764
17.958333,20,170.922372
17.666667,20,171.244481
8.583333,10,171.440538
12.125,13,171.652901
19.458333,20,171.971664
5.5,6,172.112184
10.041667,10,172.25019
2.458333,3,172.321551
19.166667,20,172.687485
1.875,3,172.758528
17.583333,20,173.025989
8.708333,9,173.175012
18.125,20,173.589451
19.458333,20,173.934902
11.208333,12,174.158996
7.541667,8,174.317449
9.0,9,174.441906
17.583333,20,174.80749
4.875,6,174.927122
3.958333,5,175.014506
7.25,8,175.197485
3.958333,5,175.29931
4.708333,5,175.414754
19.125,20,175.837356
2.5,3,175.918754
17.291667,20,176.341691
4.166667,5,176.443378
18.166667,20,176.812439
1.916667,3,176.874357
10.375,11,177.082361
5.875,7,177.244467
2.5,3,177.315907
1.958333,3,177.368296
19.916667,20,177.792717
19.291667,20,178.160333
18.666667,20,178.594243
18.0,20,179.075224
4.083333,5,179.161009
16.958333,20,179.478831
7.375,10,179.671941
17.25,20,179.933473
8.75,9,180.140453
17.791667,20,180.510742
17.625,20,180.93334
16.958333,19,181.346449
9.75,10,181.543334
4.0,5,181.679021
20.583333,20,182.16612
19.25,20,182.532601
19.166667,20,182.907643
8.583333,10,183.048919
4.916667,6,183.151775
18.708333,20,183.463156
2.916667,4,183.533332
9.541667,10,183.725521
7.833333,9,183.907466
17.541667,20,184.224262
19.625,20,184.646838
18.208333,20,184.969449
9.583333,10,185.136575
9.583333,10,185.331605
16.333333,20,185.754584
6.958333,7,185.914811
19.166667,20,186.230281
9.541667,10,186.424198
1.875,3,186.476118
3.0,4,186.557264
6.458333,7,186.678631
6.916667,8,186.815293
19.083333,20,187.188886
20.375,20,187.499393
8.958333,9,187.623206
8.75,9,187.824291
1.875,3,187.88589
19.791667,20,188.257953
18.125,20,188.689949
18.333333,20,189.006345
12.958333,14,189.266528
12.708333,14,189.532504
7.375,9,189.706559
10.458333,11,189.919576
4.041667,5,190.038827
2.875,4,190.126268
4.0,5,190.246345
1.875,3,190.309641
6.875,9,190.488948
18.416667,20,190.752113
19.083333,20,191.17962
19.916667,20,191.602913
17.541667,20,191.97843
6.75,8,192.160483
17.541667,20,192.532411
4.041667,5,192.619378
18.666667,20,192.992021
19.083333,20,193.310988
8.333333,8,193.419263
18.375,20,193.689772
6.25,7,193.809682
3.041667,4,193.904643
3.25,4,193.998591
6.458333,8,194.180883
8.833333,11,194.430398
3.208333,4,194.52441
9.75,11,194.770663
17.541667,20,195.145968
17.416667,20,195.471412
18.916667,20,195.793034
16.5,20,196.116513
19.125,20,196.543541
15.25,20,196.808718
8.5,10,196.945015
20.833333,20,197.255284
19.791667,20,197.629082
1.875,3,197.681728
18.0,20,198.070533
18.416667,20,198.506809
16.875,19,198.925784
19.75,20,199.18654
8.0,10,199.379788
5.0,6,199.481152
19.958333,20,199.850512
8.875,9,200.031551
17.583333,20,200.400799
18.333333,20,200.719714
16.833333,20,201.093208
1.875,3,201.156725
1.875,3,201.220304
17.833333,20,201.555802
17.416667,20,201.947484
18.25,20,202.276304
4.666667,5,202.379521
2.0,3,202.45296
17.75,20,202.77245
18.416667,20,203.197875
1.916667,3,203.250592
3.208333,4,203.344878
5.25,6,203.461986
11.041667,12,203.757711
4.083333,5,203.829256
19.25,20,204.150425
6.791667,8,204.284174
18.0,20,204.618234
17.75,20,205.007151
9.291667,11,205.248872
17.833333,20,205.567626
8.0,10,205.761763
17.416667,20,206.080336
18.333333,20,206.404151
16.666667,20,206.77322
2.25,4,206.854922
2.458333,3,206.916366
1.916667,3,206.969105
19.208333,20,207.338418
19.875,20,207.826663
12.333333,13,208.070962
19.208333,20,208.38734
18.708333,20,208.761282
4.041667,5,208.862997
2.083333,3,208.934136
19.375,20,209.304843
3.0,4,209.40014
9.25,9,209.614502
8.75,9,209.740863
18.916667,20,210.125217
1.958333,3,210.187864
20.458333,20,210.728375
17.666667,20,211.105183
8.791667,9,211.262641
9.666667,10,211.433478
17.125,20,211.75284
17.458333,20,212.184572
18.458333,20,212.450154
18.25,20,212.881851
2.416667,4,212.965521
8.791667,9,213.178699
18.458333,20,213.509012
20.666667,20,213.831288
1.875,3,213.894551
20.208333,20,214.271833
8.958333,9,214.445739
20.375,20,214.871382
20.041667,20,215.18406
18.125,20,215.615878
18.041667,20,215.939543
18.833333,20,216.311495
4.166667,5,216.42995
19.583333,20,216.803333
18.666667,20,217.123183
18.416667,20,217.43757
2.416667,3,217.498773
20.125,20,217.927213
19.208333,20,218.357985
17.791667,20,218.67247
2.333333,3,218.733782
18.25,20,219.222844
5.458333,7,219.406396
8.875,10,219.548631
17.708333,20,219.994007
6.208333,8,220.132086
19.291667,20,220.562705
16.416667,20,220.831107
3.083333,4,220.925398
18.25,20,221.293546
2.333333,3,221.365679
19.375,20,221.794945
4.583333,6,221.897225
2.875,4,222.002595
7.166667,8,222.188629
7.083333,8,222.347367
18.291667,20,222.847523
1.875,3,222.91006
4.25,5,222.996876
8.791667,9,223.172765
17.375,20,223.553018
18.25,20,223.933621
8.125,10,224.166617
4.541667,6,224.268057
18.666667,20,224.703309
1.916667,3,224.765015
20.458333,20,225.135949
2.041667,3,225.189223
6.375,8,225.346694
6.75,9,225.576102
2.375,3,225.639386
4.333333,6,225.745724
19.416667,20,226.17587
3.958333,5,226.262764
8.666667,10,226.487966
18.25,20,226.863211
18.541667,20,227.303723
4.25,5,227.420698
10.291667,11,227.62589
3.041667,4,227.718264
9.625,10,227.851661
19.125,20,228.221979
4.291667,5,228.353012
17.291667,20,228.777552
6.166667,7,228.915109
17.416667,20,229.227228
5.333333,7,229.388545
9.083333,9,229.585833
10.25,11,229.766464
9.5,11,230.047857
4.291667,5,230.148289
3.916667,5,230.21786
2.958333,5,230.332327
19.708333,20,230.696808
18.916667,20,231.063404
19.166667,20,231.378107
7.25,8,231.555125
17.791667,20,231.966551
4.0,5,232.099143
17.375,20,232.466551
3.208333,4,232.547232
17.583333,20,233.027802
7.125,8,233.208957
11.333333,12,233.475711
18.125,20,233.845638
3.041667,4,233.939582
18.125,20,234.350114
4.125,5,234.466752
16.958333,20,234.83457
18.208333,20,235.152638
20.041667,20,235.573539
19.375,20,236.002569
5.5,7,236.119962
8.916667,11,236.327428
20.208333,20,236.642257
4.041667,5,236.713789
4.75,6,236.853248
5.875,7,237.037644
19.666667,20,237.512961
6.208333,8,237.71896
4.041667,5,237.835551
6.708333,9,238.036631
6.375,8,238.189562
2.041667,3,238.25019
8.708333,9,238.422919
3.666667,5,238.538602
3.958333,5,238.65469
18.583333,20,238.967529
19.75,20,239.436061
2.25,4,239.516491
2.083333,3,239.58699
2.458333,3,239.648371
18.875,20,240.017804
18.833333,20,240.276145
7.625,9,240.399755
8.0,9,240.546331
6.416667,7,240.665573
4.833333,5,240.749793
18.25,20,241.163006
2.375,3,241.23416
3.041667,4,241.327939
8.5,10,241.520255
16.958333,20,241.837266
5.208333,7,241.956985
7.833333,9,242.161091
3.25,4,242.243429
16.458333,20,242.507018
17.958333,20,242.826825
18.666667,20,243.20179
19.125,20,243.572828
9.5,10,243.735499
5.375,7,243.855502
4.333333,6,243.956816
4.0,5,244.073911
17.583333,20,244.459377
20.416667,20,244.898704
18.041667,20,245.336493
19.583333,20,245.825986
17.333333,20,246.310898
7.291667,8,246.504867
18.291667,20,246.884346
17.666667,20,247.378915
